page_id,text,label,Pattern Category,cleaned_text
1252,ONLY 5 LEFT IN STOCK,1,Scarcity,ONLY 5 LEFT IN STOCK
1446,Crochet Baby Patterns,0,Not Dark Pattern,Crochet Baby Patterns
61, Lighting,0,Not Dark Pattern,Lighting
1481,Less than 10 left!,1,Scarcity,Less than 10 left!
1343,Anniversary Gifts by Year,0,Not Dark Pattern,Anniversary Gifts by Year
1446,All Scrapbooking Supplies,0,Not Dark Pattern,All Scrapbooking Supplies
1555,"Only 3 left , In Stock",1,Scarcity,"Only 3 left , In Stock"
1054,LIMITED TIME OFFER MEN'S CHINOS & 5-POCKET PANTS BUY 2 FOR $59.90 EACH SHOP NOW,1,Urgency,LIMITED TIME OFFER MEN'S CHINOS & 5-POCKET PANTS BUY 2 FOR $59.90 EACH SHOP NOW
1459, ALL SALE ,0,Not Dark Pattern,ALL SALE
833,Countdown,0,Not Dark Pattern,Countdown
1174,Tactical Rifles,0,Not Dark Pattern,Tactical Rifles
61,"Howdy stranger, looks like your trail has hit a dead end.",0,Not Dark Pattern,"Howdy stranger, looks like your trail has hit a dead end."
833,Stone Island Junior,0,Not Dark Pattern,Stone Island Junior
1131,Limited Stock!,1,Scarcity,Limited Stock!
268,12 customers viewed this product today!,1,Social Proof,12 customers viewed this product today!
1354,Only 9 units left in stock online.,1,Scarcity,Only 9 units left in stock online.
61,"Marc in Newton, United States purchasedKTM Stand Plate Large KTM...",1,Social Proof,"Marc in Newton, United States purchasedKTM Stand Plate Large KTM..."
552,Cart will expire in 08:19 minutes!,1,Urgency,Cart will expire in 08:19 minutes!
1446,Baby Cross Stitch & Embroidery Patterns,0,Not Dark Pattern,Baby Cross Stitch & Embroidery Patterns
555,SAVE $200 OFF PUFFY,1,Urgency,SAVE $200 OFF PUFFY
385,"No thanks, I'll still want to pay full price",1,Misdirection,"No thanks, I'll still want to pay full price"
1705,Customer also shopped for,1,Misdirection,Customer also shopped for
1360,Only 4 left in this size!,1,Scarcity,Only 4 left in this size!
196,Chirag in Anoopshahr just got the JAYS - a-JAYS One+ about 17 minutes ago,1,Social Proof,Chirag in Anoopshahr just got the JAYS - a-JAYS One+ about 17 minutes ago
1682,Hurry up! Only 4 left in stock,1,Scarcity,Hurry up! Only 4 left in stock
1625,Only 1 item(s) left in stock,1,Scarcity,Only 1 item(s) left in stock
833,Holland Cooper,0,Not Dark Pattern,Holland Cooper
201,Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago,1,Social Proof,Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago
1343,Tight Bud,0,Not Dark Pattern,Tight Bud
1459,Oxfords & Loafers,0,Not Dark Pattern,Oxfords & Loafers
1343,Different Types of Gold,0,Not Dark Pattern,Different Types of Gold
1459, Tights ,0,Not Dark Pattern,Tights
1075,Only 2 left in stock,1,Scarcity,Only 2 left in stock
1019,On Sale! Limited Time Offer!,1,Urgency,On Sale! Limited Time Offer!
1459,Bath Decor,0,Not Dark Pattern,Bath Decor
33,218 people have added this item to cart,1,Social Proof,218 people have added this item to cart
1448,QUICK! ONLY 1 LEFT IN STOCK,1,Scarcity,QUICK! ONLY 1 LEFT IN STOCK
1343,THE SET INCLUDES:,0,Not Dark Pattern,THE SET INCLUDES:
1446,Embossing Powder,0,Not Dark Pattern,Embossing Powder
1343,Platinum-Dipped Rose,0,Not Dark Pattern,Platinum-Dipped Rose
7,Jamie from Eloy United States purchased a CBD Oil Vape Additives 4 Pack About 7 hours ago,1,Social Proof,Jamie from Eloy United States purchased a CBD Oil Vape Additives 4 Pack About 7 hours ago
833,All Girls Clothing,0,Not Dark Pattern,All Girls Clothing
45,"Tyler in Norwalk, United States purchased a",1,Social Proof,"Tyler in Norwalk, United States purchased a"
1342,(Only 1 left!),1,Scarcity,(Only 1 left!)
1091,Only 14 left in stock,1,Scarcity,Only 14 left in stock
1051,Other Applications,0,Not Dark Pattern,Other Applications
833,Barbour International,0,Not Dark Pattern,Barbour International
1797,I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,1,Misdirection,I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.
1154,Only 1 left in stock - Order soon,1,Scarcity,Only 1 left in stock - Order soon
546,EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 9 9 min . 2 2 8 8 sec,1,Urgency,EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 9 9 min . 2 2 8 8 sec
1134,Only 69 left!,1,Scarcity,Only 69 left!
1343,Graduations,0,Not Dark Pattern,Graduations
1532,Only 2 Left in Stock,1,Scarcity,Only 2 Left in Stock
222,"Someone in Joliet, Illinois purchased a Yocan Evolve Plus XL Vaporizer",1,Social Proof,"Someone in Joliet, Illinois purchased a Yocan Evolve Plus XL Vaporizer"
1446,Floral Cross Stitch & Embroidery Kits,0,Not Dark Pattern,Floral Cross Stitch & Embroidery Kits
833,Manage Consent Preferences,0,Not Dark Pattern,Manage Consent Preferences
1302,Availability: Low Stock,1,Scarcity,Availability: Low Stock
833,+ Performance Cookies,0,Not Dark Pattern,+ Performance Cookies
1683,Hurry! Only 7 left in stock.,1,Scarcity,Hurry! Only 7 left in stock.
196,Welcome Newcomer,0,Not Dark Pattern,Welcome Newcomer
1459,Hurry! Only 1 left!,1,Scarcity,Hurry! Only 1 left!
900,You may cancel your membership at any time by calling us at at 855-861-2573 (6:00AM – 5:00PM PST) or by emailing support@luckytacklebox.com. California residents may also cancel your subscription by accessing your Account through the Site.,1,Obstruction,You may cancel your membership at any time by calling us at at 855-861-2573 (6:00AM – 5:00PM PST) or by emailing support@luckytacklebox.com. California residents may also cancel your subscription by accessing your Account through the Site.
1446, Ireland EUR,0,Not Dark Pattern,Ireland EUR
1174,Optics and Mounts,0,Not Dark Pattern,Optics and Mounts
1199,Hurry! Only 2 left,1,Scarcity,Hurry! Only 2 left
449,No thanks. I don't like free things...,1,Misdirection,No thanks. I don't like free things...
1468,Shop the Look,0,Not Dark Pattern,Shop the Look
1673,Only 3 items left,1,Scarcity,Only 3 items left
1468,Arrow,0,Not Dark Pattern,Arrow
216,Someone bought: HYPE BLUE LARGE SPLAT KIDS LEGGINGS,1,Social Proof,Someone bought: HYPE BLUE LARGE SPLAT KIDS LEGGINGS
1171,Only 1 Left,1,Scarcity,Only 1 Left
1468, View All Home Office Furniture ,0,Not Dark Pattern,View All Home Office Furniture
1468,Child Safety,0,Not Dark Pattern,Child Safety
1673,ShoesBootsCasual ShoesFormal ShoesSandals & Flip-flopsShoe Care & AccessoriesSlippersSneakers & CanvasSports Shoes,0,Not Dark Pattern,ShoesBootsCasual ShoesFormal ShoesSandals & Flip-flopsShoe Care & AccessoriesSlippersSneakers & CanvasSports Shoes
1359," well, this is awkward. ",0,Not Dark Pattern,"well, this is awkward."
1468, End Tables,0,Not Dark Pattern,End Tables
1573, VIP Points! ,0,Not Dark Pattern,VIP Points!
1573," Looks like your cart is empty, let's fix that! ",0,Not Dark Pattern,"Looks like your cart is empty, let's fix that!"
1000,CareersAbout UsAffiliatesPrivacy SettingsAdvertise with usHelpSite map,0,Not Dark Pattern,CareersAbout UsAffiliatesPrivacy SettingsAdvertise with usHelpSite map
303,4 people are looking at this right now.,1,Social Proof,4 people are looking at this right now.
896,"""No Worry"" Membership Renewal We will bill your credit card on file at the introductory rate of $2.99 per month for the first year, for membership rewards and discounts. At the end of the introductory period, you'll be billed at the regular monthly rate of $3.99 per month. If you don't want your membership renewed, simply contact us and we will cancel your subscription. You will be refunded for the current month's membership fee, less any membership savings you have received. Exclusive Toll-Free Hotline Number Because we want your calls to get top priority, we have a special number for Value Club members only: 1-800-648-4282. Your call will be handled with the utmost promptness, courtesy and efficiency possible.",1,Obstruction,"""No Worry"" Membership Renewal We will bill your credit card on file at the introductory rate of $2.99 per month for the first year, for membership rewards and discounts. At the end of the introductory period, you'll be billed at the regular monthly rate of $3.99 per month. If you don't want your membership renewed, simply contact us and we will cancel your subscription. You will be refunded for the current month's membership fee, less any membership savings you have received. Exclusive Toll-Free Hotline Number Because we want your calls to get top priority, we have a special number for Value Club members only: 1-800-648-4282. Your call will be handled with the utmost promptness, courtesy and efficiency possible."
142,"Synne Kristine in Halden, bought Classic Bokksu Subscription (Billed Every 1 Month) (Ships every 1 Months) about 45 minutes ago",1,Social Proof,"Synne Kristine in Halden, bought Classic Bokksu Subscription (Billed Every 1 Month) (Ships every 1 Months) about 45 minutes ago"
932,Selling fast!,1,Scarcity,Selling fast!
675,Your order is reserved for 09:58 minutes!,1,Urgency,Your order is reserved for 09:58 minutes!
1673,Converse,0,Not Dark Pattern,Converse
1648,BreakThrough,0,Not Dark Pattern,BreakThrough
592,0011Days:0088Hours:4411Minutes:21125445Seconds,1,Urgency,0011Days:0088Hours:4411Minutes:21125445Seconds
1468, REPLACE-WITH-DYANMIC-HOST-ID,0,Not Dark Pattern,REPLACE-WITH-DYANMIC-HOST-ID
1268,Card Storage,0,Not Dark Pattern,Card Storage
1069,Only 1 left in stock,1,Scarcity,Only 1 left in stock
1648,Strip Softbox,0,Not Dark Pattern,Strip Softbox
1648,Quick Release,0,Not Dark Pattern,Quick Release
216,Spring Styles ,0,Not Dark Pattern,Spring Styles
1468,Bob's Outreach ,0,Not Dark Pattern,Bob's Outreach
1648,Sunwayfoto,0,Not Dark Pattern,Sunwayfoto
1468, View In Your Room ,0,Not Dark Pattern,View In Your Room
216, New In Lunch Boxes ,0,Not Dark Pattern,New In Lunch Boxes
1573,Only 3 Left,1,Scarcity,Only 3 Left
1648,Point & Shoots,0,Not Dark Pattern,Point & Shoots
1673,BABY BOYSShoesClothingAccessories,0,Not Dark Pattern,BABY BOYSShoesClothingAccessories
216,New In ,0,Not Dark Pattern,New In
561,00Days17Hours12Mins13Secs,1,Urgency,00Days17Hours12Mins13Secs
1648,Summary,0,Not Dark Pattern,Summary
1390,only 2 left!,1,Scarcity,only 2 left!
616,Spring Sale Extended,1,Urgency,Spring Sale Extended
1206,Only 8 left!,1,Scarcity,Only 8 left!
1573,Gold Collection,0,Not Dark Pattern,Gold Collection
1175,1 left at this price,1,Scarcity,1 left at this price
1673,Customer Feedback,0,Not Dark Pattern,Customer Feedback
307,"Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago",1,Social Proof,"Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago"
193,99 people are looking at this right now,1,Social Proof,99 people are looking at this right now
1487,Only 4 left!,1,Scarcity,Only 4 left!
248,62 people have looked at this item in the last few hours.,1,Social Proof,62 people have looked at this item in the last few hours.
1468, View All Mattress Accessories ,0,Not Dark Pattern,View All Mattress Accessories
1673,Call It Spring,0,Not Dark Pattern,Call It Spring
6,"Keith in Champaign, Illinois bought Mini USB Audio Cassette to MP3 Converterabout 56 minutes ago",1,Social Proof,"Keith in Champaign, Illinois bought Mini USB Audio Cassette to MP3 Converterabout 56 minutes ago"
1591,"Available, only 2 left",1,Scarcity,"Available, only 2 left"
1468,About Bob's,0,Not Dark Pattern,About Bob's
1362,Hurry! Only 1 Pair left!,1,Scarcity,Hurry! Only 1 Pair left!
1648,Protection Filters,0,Not Dark Pattern,Protection Filters
1268,Only 7 left,1,Scarcity,Only 7 left
1742,Score! You've Qualified for a Checkout Bonus,1,Misdirection,Score! You've Qualified for a Checkout Bonus
1673,Homeware Trends,0,Not Dark Pattern,Homeware Trends
1648,Motion Control System,0,Not Dark Pattern,Motion Control System
320,"No, I don't feel lucky",1,Misdirection,"No, I don't feel lucky"
1000,Blue Raspberry,0,Not Dark Pattern,Blue Raspberry
1510,Only 2 left in stock. Make it yours.,1,Scarcity,Only 2 left in stock. Make it yours.
1268, Candy & Snacks ,0,Not Dark Pattern,Candy & Snacks
995,50% OFF for Limited Time Only!!!,1,Urgency,50% OFF for Limited Time Only!!!
1256,(Only 5 Left),1,Scarcity,(Only 5 Left)
1695,Hurry! Only 4 left in stock.,1,Scarcity,Hurry! Only 4 left in stock.
1000,"For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!",1,Urgency,"For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!"
1140,Only 4 left at this price,1,Scarcity,Only 4 left at this price
216,Hype. Home,0,Not Dark Pattern,Hype. Home
1268,Traditional Snacks,0,Not Dark Pattern,Traditional Snacks
216, Please click ,0,Not Dark Pattern,Please click
1468, Box Springs & Foundations,0,Not Dark Pattern,Box Springs & Foundations
1077,Low In Stock Today,1,Scarcity,Low In Stock Today
902,Perhaps you could...,0,Not Dark Pattern,Perhaps you could...
1585,"Hurry, only 2 left in stock",1,Scarcity,"Hurry, only 2 left in stock"
1648,Macro Focussing Rails,0,Not Dark Pattern,Macro Focussing Rails
1573, What's New New arrivals daily ,0,Not Dark Pattern,What's New New arrivals daily
409,"No thanks, I've got too much cool Glock stuff!",1,Misdirection,"No thanks, I've got too much cool Glock stuff!"
1673,Brand: Ray-Ban® | Similar products from Ray-Ban®,0,Not Dark Pattern,Brand: Ray-Ban® | Similar products from Ray-Ban®
1359,only 7 pieces left,1,Scarcity,only 7 pieces left
1468,Bob's For Business,0,Not Dark Pattern,Bob's For Business
1468, Functional Marketing Cookies,0,Not Dark Pattern,Functional Marketing Cookies
1470,LOW STOCK (ONLY 10 LEFT!),1,Scarcity,LOW STOCK (ONLY 10 LEFT!)
1796,Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!,1,Misdirection,Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!
1573,Back by Demand,0,Not Dark Pattern,Back by Demand
905,"ONLY $1.99 FOR YOUR FIRST SIX MONTHS, THEN EACH YEAR YOUR MEMBERSHIP WILL AUTOMATICALLY RENEW FOR $39.99 AND BE CHARGED TO YOUR CREDIT/DEBIT CARD ON FILE. CANCEL YOUR VIP MEMBERSHIP ANY TIME TO RECEIVE A PRORATED REFUND BY CALLING (800) 543-7309. BY SUBMITTING YOUR ORDER, YOU AGREE TO THESE VIP MEMBERSHIP TERMS.",1,Obstruction,"ONLY $1.99 FOR YOUR FIRST SIX MONTHS, THEN EACH YEAR YOUR MEMBERSHIP WILL AUTOMATICALLY RENEW FOR $39.99 AND BE CHARGED TO YOUR CREDIT/DEBIT CARD ON FILE. CANCEL YOUR VIP MEMBERSHIP ANY TIME TO RECEIVE A PRORATED REFUND BY CALLING (800) 543-7309. BY SUBMITTING YOUR ORDER, YOU AGREE TO THESE VIP MEMBERSHIP TERMS."
233,407 customers have viewed this item recently,1,Social Proof,407 customers have viewed this item recently
1313,I have a strong liking to walnut. Even the sapwood can look very presentable when finished good. Thus cutting board is a great item for use and conversation and looks good. ,0,Not Dark Pattern,I have a strong liking to walnut. Even the sapwood can look very presentable when finished good. Thus cutting board is a great item for use and conversation and looks good.
996,"Only available for a LIMITED TIME, so get yours TODAY!",1,Urgency,"Only available for a LIMITED TIME, so get yours TODAY!"
216,Shirts & Blouses,0,Not Dark Pattern,Shirts & Blouses
216, Tracksuit,0,Not Dark Pattern,Tracksuit
367,"No Thanks, I Don't Like Saving Money.",1,Misdirection,"No Thanks, I Don't Like Saving Money."
1648,Wireless Microphone,0,Not Dark Pattern,Wireless Microphone
77,"Matthew in Charleston, South Carolina just purchased The Puffy Lux Mattress",1,Social Proof,"Matthew in Charleston, South Carolina just purchased The Puffy Lux Mattress"
221,Someone in Castle Hill bought a Philips Essential LED Downlight Kit | 5W 4000K few hours ago.,1,Social Proof,Someone in Castle Hill bought a Philips Essential LED Downlight Kit | 5W 4000K few hours ago.
100,"Sierra in Cypress, California bought Beauty In All Dress, Dusty Blue about 46 minutes ago",1,Social Proof,"Sierra in Cypress, California bought Beauty In All Dress, Dusty Blue about 46 minutes ago"
1313,Custom Board Quote,0,Not Dark Pattern,Custom Board Quote
216,View all,0,Not Dark Pattern,View all
512,0 DAYS22 HOURS13 MINUTES21 SECONDS ,1,Urgency,0 DAYS22 HOURS13 MINUTES21 SECONDS
1707,How about these?,1,Misdirection,How about these?
271,"Trey in Columbia, United States purchased Leather Cord Capsule",1,Social Proof,"Trey in Columbia, United States purchased Leather Cord Capsule"
725,Wait! YOUR CART QUALIFIES FOR 15% OFF YOUR ENTIRE ORDER. Offer Expires in: 2955,1,Urgency,Wait! YOUR CART QUALIFIES FOR 15% OFF YOUR ENTIRE ORDER. Offer Expires in: 2955
216, Searching...,0,Not Dark Pattern,Searching...
1468,"Check your orders, in-store quotes & more",0,Not Dark Pattern,"Check your orders, in-store quotes & more"
690,4 days 05:46:20,1,Urgency,4 days 05:46:20
763,Order in 14:53 to get 2 pillows for free,1,Urgency,Order in 14:53 to get 2 pillows for free
1153,HURRY ONLY 9 LEFT IN STOCK!,1,Scarcity,HURRY ONLY 9 LEFT IN STOCK!
115,1 person is looking at this item.,1,Social Proof,1 person is looking at this item.
295,994 items sold this hour.,1,Social Proof,994 items sold this hour.
1468, Sign in & make your visit all about you ,0,Not Dark Pattern,Sign in & make your visit all about you
1313,John Boos,0,Not Dark Pattern,John Boos
1468, Bar Stools,0,Not Dark Pattern,Bar Stools
1648,Memory Cards,0,Not Dark Pattern,Memory Cards
902,We may also disclose your information to third parties who may contact you with details of other products and services which may be of interest. If you do not want your name and mailing details made available in this way please email opt-out@nextdirect.com,1,Obstruction,We may also disclose your information to third parties who may contact you with details of other products and services which may be of interest. If you do not want your name and mailing details made available in this way please email opt-out@nextdirect.com
1804,No I'd rather not hear about exclusive offers and discounts.,1,Misdirection,No I'd rather not hear about exclusive offers and discounts.
1313,Round Boards,0,Not Dark Pattern,Round Boards
1468,10 Left in stock,1,Scarcity,10 Left in stock
975,In demand,1,Scarcity,In demand
4,9 people are viewing this.,1,Social Proof,9 people are viewing this.
4,"Keyboard Navigation Profile (Motor-Impaired): this profile enables motor-impaired persons to operate the website using the keyboard Tab, Shift+Tab, and the Enter keys. Users can also use shortcuts such as “M” (menus), “H” (headings), “F” (forms), “B” (buttons), and “G” (graphics) to jump to specific elements.",0,Not Dark Pattern,"Keyboard Navigation Profile (Motor-Impaired): this profile enables motor-impaired persons to operate the website using the keyboard Tab, Shift+Tab, and the Enter keys. Users can also use shortcuts such as “M” (menus), “H” (headings), “F” (forms), “B” (buttons), and “G” (graphics) to jump to specific elements."
149,"IBKUL Solid Mock Neck Half Zip Pullover purchased from Clinton, MD, US 1 minute ago",1,Social Proof,"IBKUL Solid Mock Neck Half Zip Pullover purchased from Clinton, MD, US 1 minute ago"
149,Deals of the Week,0,Not Dark Pattern,Deals of the Week
1477,Only 11 Left In Stock,1,Scarcity,Only 11 Left In Stock
765,Returns Information,0,Not Dark Pattern,Returns Information
149,Juniors' Shoes,0,Not Dark Pattern,Juniors' Shoes
91,"Someone in Sasebo, Japan just bought",1,Social Proof,"Someone in Sasebo, Japan just bought"
335,"No thanks, I dont want a discount",1,Misdirection,"No thanks, I dont want a discount"
622, Summer Casual Printed Loosen Short Sleeve T-Shirt ,0,Not Dark Pattern,Summer Casual Printed Loosen Short Sleeve T-Shirt
622, Summer V Neck Solid Color Short Sleeve Waffle T-Shirt ,0,Not Dark Pattern,Summer V Neck Solid Color Short Sleeve Waffle T-Shirt
1766,Shipping Insurance Remove Insurance,1,Sneaking,Shipping Insurance Remove Insurance
1038,AdjustableBucketHeadbandsSale Items- View All -,0,Not Dark Pattern,AdjustableBucketHeadbandsSale Items- View All -
667,New In Special Occasion,0,Not Dark Pattern,New In Special Occasion
622,We uses cookies (and similar techniques) to provide you with better products and services. Your permission will be confirmed if you continue using this website.Read more,0,Not Dark Pattern,We uses cookies (and similar techniques) to provide you with better products and services. Your permission will be confirmed if you continue using this website.Read more
4,Epilepsy Safe Profile: this profile enables people with epilepsy to safely use the website by eliminating the risk of seizures resulting from flashing or blinking animations and risky color combinations.,0,Not Dark Pattern,Epilepsy Safe Profile: this profile enables people with epilepsy to safely use the website by eliminating the risk of seizures resulting from flashing or blinking animations and risky color combinations.
420,"No Thanks, I don't like exclusive deals.",1,Misdirection,"No Thanks, I don't like exclusive deals."
622, Women's Summer New Clerk Large Size Loose Cotton And Linen Blouse ,0,Not Dark Pattern,Women's Summer New Clerk Large Size Loose Cotton And Linen Blouse
1059,"Limited time only: FREE SHIPPING on all orders, no minimum required!",1,Urgency,"Limited time only: FREE SHIPPING on all orders, no minimum required!"
1124,Only 2 left,1,Scarcity,Only 2 left
1079,ONLY 3 LEFT IN STOCK.,1,Scarcity,ONLY 3 LEFT IN STOCK.
667,Ericdress Long Sleeve Mesh Off Shoulder Summer Dress,0,Not Dark Pattern,Ericdress Long Sleeve Mesh Off Shoulder Summer Dress
1110,HURRY! Only a few left in stock!,1,Scarcity,HURRY! Only a few left in stock!
1393,ONLY 1 REMAINING,1,Scarcity,ONLY 1 REMAINING
765,"Click here to use our website with more accessibility support, for example screen readers",0,Not Dark Pattern,"Click here to use our website with more accessibility support, for example screen readers"
428,"NO THANKS, I DON'T WANT TO SAVE",1,Misdirection,"NO THANKS, I DON'T WANT TO SAVE"
1300,Only 4 left,1,Scarcity,Only 4 left
790,I absolutely loved it! It made everyone laugh and my desk gets an obscene amount of compliments for it. The quality is superb! I am now definitely going to be a loyal shopper at PosterGully,0,Not Dark Pattern,I absolutely loved it! It made everyone laugh and my desk gets an obscene amount of compliments for it. The quality is superb! I am now definitely going to be a loyal shopper at PosterGully
1345,Only 8 item(s) left,1,Scarcity,Only 8 item(s) left
4, Highlight Hover ,0,Not Dark Pattern,Highlight Hover
622, Summer Casual Printed Short Sleeve T-Shirt ,0,Not Dark Pattern,Summer Casual Printed Short Sleeve T-Shirt
622, V-neck Casual Loose Embroidered Short Sleeve Blouse ,0,Not Dark Pattern,V-neck Casual Loose Embroidered Short Sleeve Blouse
622, V-neck Casual Loose Vintage Print Short Sleeve T-shirt ,0,Not Dark Pattern,V-neck Casual Loose Vintage Print Short Sleeve T-shirt
4,Don’t worry. We’ve got your back.,0,Not Dark Pattern,Don’t worry. We’ve got your back.
1248,1 left in stock,1,Scarcity,1 left in stock
19,4 sold in last 5 hours,1,Social Proof,4 sold in last 5 hours
571,Your order is reserved for 08:53 minutes!,1,Urgency,Your order is reserved for 08:53 minutes!
622, Fashion Floral Short Sleeve Dress ,0,Not Dark Pattern,Fashion Floral Short Sleeve Dress
446,"No thanks, I don't want a free gift.",1,Misdirection,"No thanks, I don't want a free gift."
1307,"Only 3 left, order soon",1,Scarcity,"Only 3 left, order soon"
1785,"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",1,Misdirection,"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box."
4,"Our website implements the ARIA attributes (Accessible Rich Internet Applications) technique, alongside various behavioral changes, to ensure blind users visiting with screen-readers can read, comprehend, and enjoy the website’s functions. As soon as a user with a screen-reader enters your site, they immediately receive a prompt to enter the Screen-Reader Profile so they can browse and operate your site effectively. Here’s how our website covers some of the most important screen-reader requirements:",0,Not Dark Pattern,"Our website implements the ARIA attributes (Accessible Rich Internet Applications) technique, alongside various behavioral changes, to ensure blind users visiting with screen-readers can read, comprehend, and enjoy the website’s functions. As soon as a user with a screen-reader enters your site, they immediately receive a prompt to enter the Screen-Reader Profile so they can browse and operate your site effectively. Here’s how our website covers some of the most important screen-reader requirements:"
4,"Easy, awesome! ready to go. Held a charge first night",0,Not Dark Pattern,"Easy, awesome! ready to go. Held a charge first night"
325,"No, I don't feel lucky.",1,Misdirection,"No, I don't feel lucky."
140,65% of our customers added Surefit protection this year.,1,Social Proof,65% of our customers added Surefit protection this year.
4, Active Filters English English ✘ Remove Filter ,0,Not Dark Pattern,Active Filters English English ✘ Remove Filter
765, Free Delivery to Home & Next day delivery available to store* ,0,Not Dark Pattern,Free Delivery to Home & Next day delivery available to store*
1477,"If you are one of those constantly devoted to healthy eating, weight loss plans,..",0,Not Dark Pattern,"If you are one of those constantly devoted to healthy eating, weight loss plans,.."
1657,Only 1 Left in Stock. Buy Soon!,1,Scarcity,Only 1 Left in Stock. Buy Soon!
55,166 people have added this item to cart,1,Social Proof,166 people have added this item to cart
622, Round Neck Casual Loose Patchwork Printed Short Sleeve Blouse ,0,Not Dark Pattern,Round Neck Casual Loose Patchwork Printed Short Sleeve Blouse
965,"Items in your cart are in high demand, but we have reserved your order.",1,Scarcity,"Items in your cart are in high demand, but we have reserved your order."
622, Printed Long Sleeves Casual Blouse For Women ,0,Not Dark Pattern,Printed Long Sleeves Casual Blouse For Women
1699,"No USB or Y-Adapter!? Our USB Sound Card is highly recommended for PC (Mac/Linux/Windows) and works with current gen consoles. The Y adapter is recommended for console gaming, phone, or other TRRS jacks.",1,Misdirection,"No USB or Y-Adapter!? Our USB Sound Card is highly recommended for PC (Mac/Linux/Windows) and works with current gen consoles. The Y adapter is recommended for console gaming, phone, or other TRRS jacks."
790, Item added to cart. View cart and check out. Close ,0,Not Dark Pattern,Item added to cart. View cart and check out. Close
565,Hurry! This special sale ends in 2h 42m 0s,1,Urgency,Hurry! This special sale ends in 2h 42m 0s
790,"Roommates agreement... need i say more? this is a great poster for the walls of any house that has more than one person living in it. if you're alone, get it all the same - it'll make you laugh at any given time :)",0,Not Dark Pattern,"Roommates agreement... need i say more? this is a great poster for the walls of any house that has more than one person living in it. if you're alone, get it all the same - it'll make you laugh at any given time :)"
667,Ericdress Round Neck Three-Quarter Sleeve Mid-Calf Pullover Fall Women's Dress,0,Not Dark Pattern,Ericdress Round Neck Three-Quarter Sleeve Mid-Calf Pullover Fall Women's Dress
1253,ONLY 1 LEFT IN THIS SIZE,1,Scarcity,ONLY 1 LEFT IN THIS SIZE
667,Men's Pullover Sweaters,0,Not Dark Pattern,Men's Pullover Sweaters
992,Wait! Take 10% off Your First Order Deal Expires Soon!,1,Urgency,Wait! Take 10% off Your First Order Deal Expires Soon!
622, Casual V-Neck Sleeveless T-Shirt ,0,Not Dark Pattern,Casual V-Neck Sleeveless T-Shirt
1365,Prices subject to change without notice. Products shown may not be available in our stores.,0,Not Dark Pattern,Prices subject to change without notice. Products shown may not be available in our stores.
1023,Limited Time Offers,1,Urgency,Limited Time Offers
651,-90% discount if you order within 9:55:44,1,Urgency,-90% discount if you order within 9:55:44
765, Latest looks from Myleene Klass Shop now ,0,Not Dark Pattern,Latest looks from Myleene Klass Shop now
837,We're offline,0,Not Dark Pattern,We're offline
622, V-neck Printed Loose Short-sleeved T-shirt ,0,Not Dark Pattern,V-neck Printed Loose Short-sleeved T-shirt
790,Something went wrong. Please try again,0,Not Dark Pattern,Something went wrong. Please try again
365,"No, I'd rather do it the hard way...",1,Misdirection,"No, I'd rather do it the hard way..."
1551,"ONLY 5 LEFT, HURRY!",1,Scarcity,"ONLY 5 LEFT, HURRY!"
837,I am very pleased with the service I received.,0,Not Dark Pattern,I am very pleased with the service I received.
1465,Hurry! Only 1 Left In Stock,1,Scarcity,Hurry! Only 1 Left In Stock
